JOBID,N,partition,exe,OMP,rep,first_residual,last_residual,Cext,elapsed_time,num_iterations,num_matvec,total_time,solver_time
1552014,150,gpu_all,cdm1_0_21_gpu,2,1,0.560813630488687,8.262645545189617e-05,2.4729875277381613e-11,0:13.09,54,110,11.862,3.09
1552030,150,gpu_all,cdm1_0_21_gpu,2,2,0.560813630488687,8.262645545189617e-05,2.4729875277381613e-11,0:13.09,54,110,11.876,3.087
1552046,150,gpu_all,cdm1_0_21_gpu,2,3,0.560813630488687,8.262645545189617e-05,2.4729875277381613e-11,0:13.09,54,110,11.916,3.076
1552013,150,gpu_h200,cdm1_0_21_gpu,2,1,0.560813630488687,8.262645545189617e-05,2.4729875277381613e-11,0:13.69,54,110,9.566,2.489
1552029,150,gpu_h200,cdm1_0_21_gpu,2,2,0.560813630488687,8.262645545189617e-05,2.4729875277381613e-11,0:13.50,54,110,9.420000000000002,2.412
1552045,150,gpu_h200,cdm1_0_21_gpu,2,3,0.560813630488687,8.262645545189617e-05,2.4729875277381613e-11,0:13.53,54,110,9.419,2.397
1552018,150,gpu_all,cdm1_0_21_gpu_sp,2,1,0.5610749721527098,9.02427564142272e-05,2.4689864071002683e-11,0:12.25,53,108,11.023,2.259
1552034,150,gpu_all,cdm1_0_21_gpu_sp,2,2,0.5610749721527098,9.02427564142272e-05,2.4689864071002683e-11,0:12.30,53,108,11.052,2.274
1552050,150,gpu_all,cdm1_0_21_gpu_sp,2,3,0.5610749721527098,9.02427564142272e-05,2.4689864071002683e-11,0:12.27,53,108,11.029,2.281
1552017,150,gpu_h200,cdm1_0_21_gpu_sp,2,1,0.5610749125480651,9.358149691252037e-05,2.4689873819723087e-11,0:13.71,53,108,9.596,2.575
1552033,150,gpu_h200,cdm1_0_21_gpu_sp,2,2,0.5610749125480651,9.358149691252037e-05,2.4689873819723087e-11,0:13.57,53,108,9.409,2.419
1552049,150,gpu_h200,cdm1_0_21_gpu_sp,2,3,0.5610749125480651,9.358149691252037e-05,2.4689873819723087e-11,0:13.57,53,108,9.438,2.42
1552016,150,gpu_all,cdm1_0_21_gpu,10,1,0.560813630488687,8.262645545189617e-05,2.472987527738022e-11,0:06.74,54,110,5.444,3.13
1552032,150,gpu_all,cdm1_0_21_gpu,10,2,0.560813630488687,8.262645545189617e-05,2.4729875277380223e-11,0:06.63,54,110,5.394,3.089
1552048,150,gpu_all,cdm1_0_21_gpu,10,3,0.560813630488687,8.262645545189617e-05,2.4729875277380233e-11,0:07.90,54,110,6.64,3.086
1552015,150,gpu_h200,cdm1_0_21_gpu,10,1,0.560813630488687,8.262645545189617e-05,2.472987527738022e-11,0:08.33,54,110,4.287,2.345
1552031,150,gpu_h200,cdm1_0_21_gpu,10,2,0.560813630488687,8.262645545189617e-05,2.4729875277380223e-11,0:08.42,54,110,4.259,2.403
1552047,150,gpu_h200,cdm1_0_21_gpu,10,3,0.560813630488687,8.262645545189617e-05,2.472987527738022e-11,0:08.06,54,110,4.1,2.372
1552020,150,gpu_all,cdm1_0_21_gpu_sp,10,1,0.5610749721527098,9.02427564142272e-05,2.4689864071002017e-11,0:05.89,53,108,4.656,2.2960000000000003
1552036,150,gpu_all,cdm1_0_21_gpu_sp,10,2,0.5610749721527098,9.02427564142272e-05,2.4689864071002017e-11,0:07.74,53,108,6.497,2.273
1552052,150,gpu_all,cdm1_0_21_gpu_sp,10,3,0.5610749721527098,9.02427564142272e-05,2.468986407100202e-11,0:06.51,53,108,5.258,2.283
1552019,150,gpu_h200,cdm1_0_21_gpu_sp,10,1,0.5610749125480651,9.358149691252037e-05,2.4689873819722095e-11,0:08.25,53,108,4.154,2.438
1552035,150,gpu_h200,cdm1_0_21_gpu_sp,10,2,0.5610749125480651,9.358149691252037e-05,2.4689873819722095e-11,0:08.33,53,108,4.261,2.391
1552051,150,gpu_h200,cdm1_0_21_gpu_sp,10,3,0.5610749125480651,9.358149691252037e-05,2.4689873819722105e-11,0:08.32,53,108,4.235,2.407
1552022,250,gpu_all,cdm1_0_21_gpu,2,1,0.5608093949958237,8.479437969709305e-05,2.4730049767183252e-11,0:55.03,54,110,53.712,14.059
1552038,250,gpu_all,cdm1_0_21_gpu,2,2,0.5608093949958237,8.479437969709305e-05,2.4730049767183252e-11,0:55.24,54,110,53.843,14.058
1552054,250,gpu_all,cdm1_0_21_gpu,2,3,0.5608093949958237,8.479437969709305e-05,2.4730049767183252e-11,0:55.22,54,110,53.868,14.028
1552021,250,gpu_h200,cdm1_0_21_gpu,2,1,0.5608093949958237,8.479437969709305e-05,2.4730049767183252e-11,0:44.27,54,110,40.131,8.407
1552037,250,gpu_h200,cdm1_0_21_gpu,2,2,0.5608093949958237,8.479437969709305e-05,2.4730049767183252e-11,0:44.14,54,110,40.024,8.371
1552053,250,gpu_h200,cdm1_0_21_gpu,2,3,0.5608093949958237,8.479437969709305e-05,2.4730049767183252e-11,0:44.22,54,110,40.072,8.371
1552026,250,gpu_all,cdm1_0_21_gpu_sp,2,1,0.5609170794487,7.970571459736675e-05,2.47079035962598e-11,0:50.48,54,110,49.134,9.253
1552042,250,gpu_all,cdm1_0_21_gpu_sp,2,2,0.5609170794487,7.970571459736675e-05,2.47079035962598e-11,0:50.48,54,110,49.131,9.255
1552058,250,gpu_all,cdm1_0_21_gpu_sp,2,3,0.5609170794487,7.970571459736675e-05,2.47079035962598e-11,0:50.24,54,110,48.898,9.228
1552025,250,gpu_h200,cdm1_0_21_gpu_sp,2,1,0.5609171390533447,8.43555317260325e-05,2.4707844060739207e-11,0:44.65,54,110,40.478,8.822
1552041,250,gpu_h200,cdm1_0_21_gpu_sp,2,2,0.5609171390533447,8.43555317260325e-05,2.4707844060739207e-11,0:44.72,54,110,40.525,8.881999999999998
1552057,250,gpu_h200,cdm1_0_21_gpu_sp,2,3,0.5609171390533447,8.43555317260325e-05,2.4707844060739207e-11,0:44.52,54,110,40.424,8.734
1552024,250,gpu_all,cdm1_0_21_gpu,10,1,0.5608093949958237,8.479437969709305e-05,2.4730049767182803e-11,0:25.20,54,110,23.822,14.085
1552040,250,gpu_all,cdm1_0_21_gpu,10,2,0.5608093949958237,8.479437969709305e-05,2.4730049767182803e-11,0:25.00,54,110,23.653,14.105
1552056,250,gpu_all,cdm1_0_21_gpu,10,3,0.5608093949958237,8.479437969709305e-05,2.47300497671828e-11,0:24.94,54,110,23.601,14.052
1552023,250,gpu_h200,cdm1_0_21_gpu,10,1,0.5608093949958237,8.479437969709305e-05,2.4730049767182803e-11,0:19.59,54,110,15.311,8.316
1552039,250,gpu_h200,cdm1_0_21_gpu,10,2,0.5608093949958237,8.479437969709305e-05,2.4730049767182803e-11,0:19.30,54,110,15.238,8.244
1552055,250,gpu_h200,cdm1_0_21_gpu,10,3,0.5608093949958237,8.479437969709305e-05,2.4730049767182803e-11,0:19.38,54,110,15.299,8.311
1552028,250,gpu_all,cdm1_0_21_gpu_sp,10,1,0.5609170794487,7.970571459736675e-05,2.4707903596259983e-11,0:20.32,54,110,18.973,9.309
1552044,250,gpu_all,cdm1_0_21_gpu_sp,10,2,0.5609170794487,7.970571459736675e-05,2.4707903596259983e-11,0:20.30,54,110,18.949,9.381
1552060,250,gpu_all,cdm1_0_21_gpu_sp,10,3,0.5609170794487,7.970571459736675e-05,2.4707903596259983e-11,0:20.21,54,110,18.853,9.294
1552027,250,gpu_h200,cdm1_0_21_gpu_sp,10,1,0.5609171390533447,8.43555317260325e-05,2.4707844060740083e-11,0:19.92,54,110,15.699,8.728
1552043,250,gpu_h200,cdm1_0_21_gpu_sp,10,2,0.5609171390533447,8.43555317260325e-05,2.470784406074008e-11,0:19.99,54,110,15.737,8.753999999999998
1552059,250,gpu_h200,cdm1_0_21_gpu_sp,10,3,0.5609171390533447,8.43555317260325e-05,2.470784406074008e-11,0:19.70,54,110,15.559,8.586
